gId,filename,catalog_timestamp_utc,station,event_id,case_type
7533385,3RIMG_25JUL2019_0845_L2B_CMK_V01R00.h5,2019-07-25T08:45:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7533554,3RIMG_25JUL2019_0915_L2B_CMK_V01R00.h5,2019-07-25T09:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7533710,3RIMG_25JUL2019_0945_L2B_CMK_V01R00.h5,2019-07-25T09:45:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7533851,3RIMG_25JUL2019_1015_L2B_CMK_V01R00.h5,2019-07-25T10:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7533961,3RIMG_25JUL2019_1045_L2B_CMK_V01R00.h5,2019-07-25T10:45:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7534074,3RIMG_25JUL2019_1115_L2B_CMK_V01R00.h5,2019-07-25T11:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7534184,3RIMG_25JUL2019_1145_L2B_CMK_V01R00.h5,2019-07-25T11:45:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7534288,3RIMG_25JUL2019_1215_L2B_CMK_V01R00.h5,2019-07-25T12:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7534384,3RIMG_25JUL2019_1245_L2B_CMK_V01R00.h5,2019-07-25T12:45:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7534502,3RIMG_25JUL2019_1315_L2B_CMK_V01R00.h5,2019-07-25T13:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7534603,3RIMG_25JUL2019_1345_L2B_CMK_V01R00.h5,2019-07-25T13:45:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7534693,3RIMG_25JUL2019_1415_L2B_CMK_V01R00.h5,2019-07-25T14:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7534741,3RIMG_25JUL2019_1445_L2B_CMK_V01R00.h5,2019-07-25T14:45:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7568817,3RIMG_08AUG2019_0115_L2B_CMK_V01R00.h5,2019-08-08T01:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7568861,3RIMG_08AUG2019_0145_L2B_CMK_V01R00.h5,2019-08-08T01:45:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7568902,3RIMG_08AUG2019_0215_L2B_CMK_V01R00.h5,2019-08-08T02:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7568943,3RIMG_08AUG2019_0245_L2B_CMK_V01R00.h5,2019-08-08T02:45:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7568987,3RIMG_08AUG2019_0315_L2B_CMK_V01R00.h5,2019-08-08T03:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7569011,3RIMG_08AUG2019_0345_L2B_CMK_V01R00.h5,2019-08-08T03:45:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7569046,3RIMG_08AUG2019_0415_L2B_CMK_V01R00.h5,2019-08-08T04:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7569079,3RIMG_08AUG2019_0445_L2B_CMK_V01R00.h5,2019-08-08T04:45:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7569135,3RIMG_08AUG2019_0515_L2B_CMK_V01R00.h5,2019-08-08T05:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7569206,3RIMG_08AUG2019_0545_L2B_CMK_V01R00.h5,2019-08-08T05:45:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7569405,3RIMG_08AUG2019_0615_L2B_CMK_V01R00.h5,2019-08-08T06:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7569516,3RIMG_08AUG2019_0645_L2B_CMK_V01R00.h5,2019-08-08T06:45:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7569564,3RIMG_08AUG2019_0715_L2B_CMK_V01R00.h5,2019-08-08T07:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7569647,3RIMG_08AUG2019_0745_L2B_CMK_V01R00.h5,2019-08-08T07:45:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7569695,3RIMG_08AUG2019_0815_L2B_CMK_V01R00.h5,2019-08-08T08:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7569771,3RIMG_08AUG2019_0845_L2B_CMK_V01R00.h5,2019-08-08T08:45:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7569826,3RIMG_08AUG2019_0915_L2B_CMK_V01R00.h5,2019-08-08T09:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7569871,3RIMG_08AUG2019_0945_L2B_CMK_V01R00.h5,2019-08-08T09:45:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7569923,3RIMG_08AUG2019_1015_L2B_CMK_V01R00.h5,2019-08-08T10:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7569948,3RIMG_08AUG2019_1045_L2B_CMK_V01R00.h5,2019-08-08T10:45:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7570003,3RIMG_08AUG2019_1115_L2B_CMK_V01R00.h5,2019-08-08T11:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7570256,3RIMG_08AUG2019_1145_L2B_CMK_V01R00.h5,2019-08-08T11:45:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7570152,3RIMG_08AUG2019_1215_L2B_CMK_V01R00.h5,2019-08-08T12:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7570197,3RIMG_08AUG2019_1245_L2B_CMK_V01R00.h5,2019-08-08T12:45:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7570244,3RIMG_08AUG2019_1315_L2B_CMK_V01R00.h5,2019-08-08T13:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7570300,3RIMG_08AUG2019_1345_L2B_CMK_V01R00.h5,2019-08-08T13:45:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7570342,3RIMG_08AUG2019_1415_L2B_CMK_V01R00.h5,2019-08-08T14:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7570395,3RIMG_08AUG2019_1445_L2B_CMK_V01R00.h5,2019-08-08T14:45:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode
7645400,3RIMG_10SEP2019_1115_L2B_CMK_V01R00.h5,2019-09-10T11:15:00Z,VABB,VABB_CTL_01_20190924T13,control
7645466,3RIMG_10SEP2019_1145_L2B_CMK_V01R00.h5,2019-09-10T11:45:00Z,VABB,VABB_CTL_01_20190924T13,control
7645541,3RIMG_10SEP2019_1215_L2B_CMK_V01R00.h5,2019-09-10T12:15:00Z,VABB,VABB_CTL_01_20190924T13,control
7645585,3RIMG_10SEP2019_1245_L2B_CMK_V01R00.h5,2019-09-10T12:45:00Z,VABB,VABB_CTL_01_20190924T13,control
7645642,3RIMG_10SEP2019_1315_L2B_CMK_V01R00.h5,2019-09-10T13:15:00Z,VABB,VABB_CTL_01_20190924T13,control
7645690,3RIMG_10SEP2019_1345_L2B_CMK_V01R00.h5,2019-09-10T13:45:00Z,VABB,VABB_CTL_01_20190924T13,control
7645746,3RIMG_10SEP2019_1415_L2B_CMK_V01R00.h5,2019-09-10T14:15:00Z,VABB,VABB_CTL_01_20190924T13,control
7645799,3RIMG_10SEP2019_1445_L2B_CMK_V01R00.h5,2019-09-10T14:45:00Z,VABB,VABB_CTL_01_20190924T13,control
7645888,3RIMG_10SEP2019_1515_L2B_CMK_V01R00.h5,2019-09-10T15:15:00Z,VABB,VABB_CTL_01_20190924T13,control
7645940,3RIMG_10SEP2019_1545_L2B_CMK_V01R00.h5,2019-09-10T15:45:00Z,VABB,VABB_CTL_01_20190924T13,control
7646006,3RIMG_10SEP2019_1615_L2B_CMK_V01R00.h5,2019-09-10T16:15:00Z,VABB,VABB_CTL_01_20190924T13,control
7646057,3RIMG_10SEP2019_1645_L2B_CMK_V01R00.h5,2019-09-10T16:45:00Z,VABB,VABB_CTL_01_20190924T13,control
7646083,3RIMG_10SEP2019_1715_L2B_CMK_V01R00.h5,2019-09-10T17:15:00Z,VABB,VABB_CTL_01_20190924T13,control
7646213,3RIMG_10SEP2019_2215_L2B_CMK_V01R00.h5,2019-09-10T22:15:00Z,VABB,VABB_CTL_01_20190924T13,control
7646251,3RIMG_10SEP2019_2245_L2B_CMK_V01R00.h5,2019-09-10T22:45:00Z,VABB,VABB_CTL_01_20190924T13,control
7646289,3RIMG_10SEP2019_2315_L2B_CMK_V01R00.h5,2019-09-10T23:15:00Z,VABB,VABB_CTL_01_20190924T13,control
7646328,3RIMG_10SEP2019_2345_L2B_CMK_V01R00.h5,2019-09-10T23:45:00Z,VABB,VABB_CTL_01_20190924T13,control
7646410,3RIMG_11SEP2019_0015_L2B_CMK_V01R00.h5,2019-09-11T00:15:00Z,VABB,VABB_CTL_01_20190924T13,control
7646471,3RIMG_11SEP2019_0045_L2B_CMK_V01R00.h5,2019-09-11T00:45:00Z,VABB,VABB_CTL_01_20190924T13,control
7646554,3RIMG_11SEP2019_0115_L2B_CMK_V01R00.h5,2019-09-11T01:15:00Z,VABB,VABB_CTL_01_20190924T13,control
7646625,3RIMG_11SEP2019_0145_L2B_CMK_V01R00.h5,2019-09-11T01:45:00Z,VABB,VABB_CTL_01_20190924T13,control
7646686,3RIMG_11SEP2019_0215_L2B_CMK_V01R00.h5,2019-09-11T02:15:00Z,VABB,VABB_CTL_01_20190924T13,control
7646738,3RIMG_11SEP2019_0245_L2B_CMK_V01R00.h5,2019-09-11T02:45:00Z,VABB,VABB_CTL_01_20190924T13,control
7646786,3RIMG_11SEP2019_0315_L2B_CMK_V01R00.h5,2019-09-11T03:15:00Z,VABB,VABB_CTL_01_20190924T13,control
7646834,3RIMG_11SEP2019_0345_L2B_CMK_V01R00.h5,2019-09-11T03:45:00Z,VABB,VABB_CTL_01_20190924T13,control
7679852,3RIMG_24SEP2019_1115_L2B_CMK_V01R00.h5,2019-09-24T11:15:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7679875,3RIMG_24SEP2019_1119_L2B_CMK_V01R00.h5,2019-09-24T11:19:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7679915,3RIMG_24SEP2019_1123_L2B_CMK_V01R00.h5,2019-09-24T11:23:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7679937,3RIMG_24SEP2019_1128_L2B_CMK_V01R00.h5,2019-09-24T11:28:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7679947,3RIMG_24SEP2019_1136_L2B_CMK_V01R00.h5,2019-09-24T11:36:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7679961,3RIMG_24SEP2019_1145_L2B_CMK_V01R00.h5,2019-09-24T11:45:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680048,3RIMG_24SEP2019_1236_L2B_CMK_V01R00.h5,2019-09-24T12:36:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680067,3RIMG_24SEP2019_1245_L2B_CMK_V01R00.h5,2019-09-24T12:45:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680081,3RIMG_24SEP2019_1253_L2B_CMK_V01R00.h5,2019-09-24T12:53:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680094,3RIMG_24SEP2019_1258_L2B_CMK_V01R00.h5,2019-09-24T12:58:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680113,3RIMG_24SEP2019_1306_L2B_CMK_V01R00.h5,2019-09-24T13:06:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680149,3RIMG_24SEP2019_1332_L2B_CMK_V01R00.h5,2019-09-24T13:32:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680163,3RIMG_24SEP2019_1345_L2B_CMK_V01R00.h5,2019-09-24T13:45:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680202,3RIMG_24SEP2019_1349_L2B_CMK_V01R00.h5,2019-09-24T13:49:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680215,3RIMG_24SEP2019_1353_L2B_CMK_V01R00.h5,2019-09-24T13:53:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680194,3RIMG_24SEP2019_1358_L2B_CMK_V01R00.h5,2019-09-24T13:58:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680242,3RIMG_24SEP2019_1406_L2B_CMK_V01R00.h5,2019-09-24T14:06:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680258,3RIMG_24SEP2019_1415_L2B_CMK_V01R00.h5,2019-09-24T14:15:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680292,3RIMG_24SEP2019_1419_L2B_CMK_V01R00.h5,2019-09-24T14:19:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680319,3RIMG_24SEP2019_1423_L2B_CMK_V01R00.h5,2019-09-24T14:23:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680345,3RIMG_24SEP2019_1428_L2B_CMK_V01R00.h5,2019-09-24T14:28:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680347,3RIMG_24SEP2019_1436_L2B_CMK_V01R00.h5,2019-09-24T14:36:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680374,3RIMG_24SEP2019_1445_L2B_CMK_V01R00.h5,2019-09-24T14:45:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680415,3RIMG_24SEP2019_1449_L2B_CMK_V01R00.h5,2019-09-24T14:49:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680435,3RIMG_24SEP2019_1453_L2B_CMK_V01R00.h5,2019-09-24T14:53:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680449,3RIMG_24SEP2019_1502_L2B_CMK_V01R00.h5,2019-09-24T15:02:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680469,3RIMG_24SEP2019_1506_L2B_CMK_V01R00.h5,2019-09-24T15:06:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680560,3RIMG_24SEP2019_1528_L2B_CMK_V01R00.h5,2019-09-24T15:28:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680526,3RIMG_24SEP2019_1532_L2B_CMK_V01R00.h5,2019-09-24T15:32:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680587,3RIMG_24SEP2019_1536_L2B_CMK_V01R00.h5,2019-09-24T15:36:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680604,3RIMG_24SEP2019_1545_L2B_CMK_V01R00.h5,2019-09-24T15:45:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680626,3RIMG_24SEP2019_1549_L2B_CMK_V01R00.h5,2019-09-24T15:49:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680658,3RIMG_24SEP2019_1553_L2B_CMK_V01R00.h5,2019-09-24T15:53:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680674,3RIMG_24SEP2019_1602_L2B_CMK_V01R00.h5,2019-09-24T16:02:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680695,3RIMG_24SEP2019_1606_L2B_CMK_V01R00.h5,2019-09-24T16:06:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680747,3RIMG_24SEP2019_1632_L2B_CMK_V01R00.h5,2019-09-24T16:32:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680774,3RIMG_24SEP2019_1636_L2B_CMK_V01R00.h5,2019-09-24T16:36:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680799,3RIMG_24SEP2019_1653_L2B_CMK_V01R00.h5,2019-09-24T16:53:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680825,3RIMG_24SEP2019_1658_L2B_CMK_V01R00.h5,2019-09-24T16:58:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680853,3RIMG_24SEP2019_1706_L2B_CMK_V01R00.h5,2019-09-24T17:06:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680873,3RIMG_24SEP2019_1715_L2B_CMK_V01R00.h5,2019-09-24T17:15:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680869,3RIMG_24SEP2019_1719_L2B_CMK_V01R00.h5,2019-09-24T17:19:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680919,3RIMG_24SEP2019_1723_L2B_CMK_V01R00.h5,2019-09-24T17:23:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7680931,3RIMG_24SEP2019_1728_L2B_CMK_V01R00.h5,2019-09-24T17:28:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681053,3RIMG_24SEP2019_2145_L2B_CMK_V01R00.h5,2019-09-24T21:45:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681081,3RIMG_24SEP2019_2149_L2B_CMK_V01R00.h5,2019-09-24T21:49:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7682309,3RIMG_24SEP2019_2232_L2B_CMK_V01R00.h5,2019-09-24T22:32:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7682280,3RIMG_24SEP2019_2236_L2B_CMK_V01R00.h5,2019-09-24T22:36:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681670,3RIMG_25SEP2019_0002_L2B_CMK_V01R00.h5,2019-09-25T00:02:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681595,3RIMG_25SEP2019_0006_L2B_CMK_V01R00.h5,2019-09-25T00:06:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681857,3RIMG_25SEP2019_0019_L2B_CMK_V01R00.h5,2019-09-25T00:19:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681750,3RIMG_25SEP2019_0023_L2B_CMK_V01R00.h5,2019-09-25T00:23:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681600,3RIMG_25SEP2019_0028_L2B_CMK_V01R00.h5,2019-09-25T00:28:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681660,3RIMG_25SEP2019_0032_L2B_CMK_V01R00.h5,2019-09-25T00:32:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681774,3RIMG_25SEP2019_0036_L2B_CMK_V01R00.h5,2019-09-25T00:36:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681714,3RIMG_25SEP2019_0045_L2B_CMK_V01R00.h5,2019-09-25T00:45:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681664,3RIMG_25SEP2019_0049_L2B_CMK_V01R00.h5,2019-09-25T00:49:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681701,3RIMG_25SEP2019_0053_L2B_CMK_V01R00.h5,2019-09-25T00:53:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681708,3RIMG_25SEP2019_0058_L2B_CMK_V01R00.h5,2019-09-25T00:58:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681744,3RIMG_25SEP2019_0102_L2B_CMK_V01R00.h5,2019-09-25T01:02:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681809,3RIMG_25SEP2019_0106_L2B_CMK_V01R00.h5,2019-09-25T01:06:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681358,3RIMG_25SEP2019_0136_L2B_CMK_V01R00.h5,2019-09-25T01:36:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681362,3RIMG_25SEP2019_0145_L2B_CMK_V01R00.h5,2019-09-25T01:45:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681363,3RIMG_25SEP2019_0149_L2B_CMK_V01R00.h5,2019-09-25T01:49:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681610,3RIMG_25SEP2019_0153_L2B_CMK_V01R00.h5,2019-09-25T01:53:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681360,3RIMG_25SEP2019_0158_L2B_CMK_V01R00.h5,2019-09-25T01:58:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681579,3RIMG_25SEP2019_0202_L2B_CMK_V01R00.h5,2019-09-25T02:02:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681441,3RIMG_25SEP2019_0206_L2B_CMK_V01R00.h5,2019-09-25T02:06:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681401,3RIMG_25SEP2019_0215_L2B_CMK_V01R00.h5,2019-09-25T02:15:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681429,3RIMG_25SEP2019_0219_L2B_CMK_V01R00.h5,2019-09-25T02:19:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681437,3RIMG_25SEP2019_0223_L2B_CMK_V01R00.h5,2019-09-25T02:23:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681445,3RIMG_25SEP2019_0228_L2B_CMK_V01R00.h5,2019-09-25T02:28:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681890,3RIMG_25SEP2019_0232_L2B_CMK_V01R00.h5,2019-09-25T02:32:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681901,3RIMG_25SEP2019_0236_L2B_CMK_V01R00.h5,2019-09-25T02:36:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681916,3RIMG_25SEP2019_0245_L2B_CMK_V01R00.h5,2019-09-25T02:45:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681444,3RIMG_25SEP2019_0249_L2B_CMK_V01R00.h5,2019-09-25T02:49:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681549,3RIMG_25SEP2019_0253_L2B_CMK_V01R00.h5,2019-09-25T02:53:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681529,3RIMG_25SEP2019_0319_L2B_CMK_V01R00.h5,2019-09-25T03:19:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681523,3RIMG_25SEP2019_0323_L2B_CMK_V01R00.h5,2019-09-25T03:23:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681542,3RIMG_25SEP2019_0328_L2B_CMK_V01R00.h5,2019-09-25T03:28:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681999,3RIMG_25SEP2019_0332_L2B_CMK_V01R00.h5,2019-09-25T03:32:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7681976,3RIMG_25SEP2019_0336_L2B_CMK_V01R00.h5,2019-09-25T03:36:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7682016,3RIMG_25SEP2019_0345_L2B_CMK_V01R00.h5,2019-09-25T03:45:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
7682224,3RIMG_25SEP2019_0358_L2B_CMK_V01R00.h5,2019-09-25T03:58:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode
8563472,3RIMG_29JUL2020_1315_L2B_CMK_V01R00.h5,2020-07-29T13:15:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8563512,3RIMG_29JUL2020_1345_L2B_CMK_V01R00.h5,2020-07-29T13:45:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8563561,3RIMG_29JUL2020_1415_L2B_CMK_V01R00.h5,2020-07-29T14:15:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8563608,3RIMG_29JUL2020_1445_L2B_CMK_V01R00.h5,2020-07-29T14:45:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8563689,3RIMG_29JUL2020_1515_L2B_CMK_V01R00.h5,2020-07-29T15:15:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8563737,3RIMG_29JUL2020_1545_L2B_CMK_V01R00.h5,2020-07-29T15:45:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8563802,3RIMG_29JUL2020_1615_L2B_CMK_V01R00.h5,2020-07-29T16:15:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8563849,3RIMG_29JUL2020_1645_L2B_CMK_V01R00.h5,2020-07-29T16:45:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8563895,3RIMG_29JUL2020_1715_L2B_CMK_V01R00.h5,2020-07-29T17:15:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8563963,3RIMG_29JUL2020_1745_L2B_CMK_V01R00.h5,2020-07-29T17:45:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8564009,3RIMG_29JUL2020_1815_L2B_CMK_V01R00.h5,2020-07-29T18:15:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8564056,3RIMG_29JUL2020_1845_L2B_CMK_V01R00.h5,2020-07-29T18:45:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8564115,3RIMG_29JUL2020_1915_L2B_CMK_V01R00.h5,2020-07-29T19:15:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8564163,3RIMG_29JUL2020_1945_L2B_CMK_V01R00.h5,2020-07-29T19:45:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8564207,3RIMG_29JUL2020_2015_L2B_CMK_V01R00.h5,2020-07-29T20:15:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8564259,3RIMG_29JUL2020_2045_L2B_CMK_V01R00.h5,2020-07-29T20:45:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8564323,3RIMG_29JUL2020_2115_L2B_CMK_V01R00.h5,2020-07-29T21:15:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8564369,3RIMG_29JUL2020_2145_L2B_CMK_V01R00.h5,2020-07-29T21:45:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8564436,3RIMG_29JUL2020_2215_L2B_CMK_V01R00.h5,2020-07-29T22:15:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8564492,3RIMG_29JUL2020_2245_L2B_CMK_V01R00.h5,2020-07-29T22:45:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8564541,3RIMG_29JUL2020_2315_L2B_CMK_V01R00.h5,2020-07-29T23:15:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8564605,3RIMG_29JUL2020_2345_L2B_CMK_V01R00.h5,2020-07-29T23:45:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8564652,3RIMG_30JUL2020_0015_L2B_CMK_V01R00.h5,2020-07-30T00:15:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8564705,3RIMG_30JUL2020_0045_L2B_CMK_V01R00.h5,2020-07-30T00:45:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8564750,3RIMG_30JUL2020_0115_L2B_CMK_V01R00.h5,2020-07-30T01:15:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8564804,3RIMG_30JUL2020_0145_L2B_CMK_V01R00.h5,2020-07-30T01:45:00Z,VIDP,VIDP_CTL_04_20200812T15,control
8595904,3RIMG_12AUG2020_1315_L2B_CMK_V01R00.h5,2020-08-12T13:15:00Z,VIDP,VIDP_TS_04_20200812T15,thunderstorm_episode
8595907,3RIMG_12AUG2020_1345_L2B_CMK_V01R00.h5,2020-08-12T13:45:00Z,VIDP,VIDP_TS_04_20200812T15,thunderstorm_episode
